,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
13,10/30/21,17:30,Premier League,Matchweek 10,Sat,Away,W,3,0,Tottenham,1.5,1,42,60356,Harry Maguire,3/5/02,Stuart Attwell,Match Report,,10,4,17.9,0,0,0,2018,Manchester United
15,11/6/21,12:30,Premier League,Matchweek 11,Sat,Home,L,0,2,Manchester City,0.9,1.6,33,73086,Harry Maguire,3/5/02,Michael Oliver,Match Report,,5,1,17.3,0,0,0,2018,Manchester United
16,11/20/21,15:00,Premier League,Matchweek 12,Sat,Away,L,1,4,Watford,1.4,2.7,61,21087,Harry Maguire,4-2-3-1,Jonathan Moss,Match Report,,9,3,14.9,0,0,0,2018,Manchester United
18,11/28/21,16:30,Premier League,Matchweek 13,Sun,Away,D,1,1,Chelsea,0.9,2.7,35,40041,Bruno Fernandes,4-3-1-2,Anthony Taylor,Match Report,,3,2,20.7,0,0,0,2018,Manchester United
19,12/2/21,20:15,Premier League,Matchweek 14,Thu,Home,W,3,2,Arsenal,1.9,1.4,44,73123,Harry Maguire,4-2-3-1,Martin Atkinson,Match Report,,13,9,19.7,0,1,1,2018,Manchester United
20,12/5/21,14:00,Premier League,Matchweek 15,Sun,Home,W,1,0,Crystal Palace,0.9,0.5,61,73172,Harry Maguire,4-2-2-2,Craig Pawson,Match Report,,16,3,19.2,2,0,0,2018,Manchester United
22,12/11/21,17:30,Premier League,Matchweek 16,Sat,Away,W,1,0,Norwich City,2,1.2,52,27606,Harry Maguire,4-2-2-2,Darren England,Match Report,,12,4,19.2,2,1,1,2018,Manchester United
23,12/27/21,20:00,Premier League,Matchweek 19,Mon,Away,D,1,1,Newcastle Utd,1.6,1.3,68,52178,Harry Maguire,4-2-2-2,Craig Pawson,Match Report,,13,3,17.9,0,0,0,2018,Manchester United
24,12/30/21,20:15,Premier League,Matchweek 20,Thu,Home,W,3,1,Burnley,2.4,1.1,57,73121,Harry Maguire,4-2-2-2,Jonathan Moss,Match Report,,18,6,17.5,1,0,0,2018,Manchester United
25,1/3/22,17:30,Premier League,Matchweek 21,Mon,Home,L,0,1,Wolves,0.8,0.7,51,73045,Cristiano Ronaldo,4-2-2-2,Mike Dean,Match Report,,9,2,20.8,1,0,0,2018,Manchester United
27,1/15/22,17:30,Premier League,Matchweek 22,Sat,Away,D,2,2,Aston Villa,1,1.9,46,41968,Bruno Fernandes,4/3/03,David Coote,Match Report,,13,6,17.5,1,0,0,2018,Manchester United
28,1/19/22,20:00,Premier League,Matchweek 17,Wed,Away,W,3,1,Brentford,2.3,2.3,56,17094,Bruno Fernandes,4-2-3-1,Andre Marriner,Match Report,,13,5,17.8,0,0,0,2018,Manchester United
29,1/22/22,15:00,Premier League,Matchweek 23,Sat,Home,W,1,0,West Ham,1.9,0.3,57,73130,Harry Maguire,4-2-3-1,Jonathan Moss,Match Report,,18,3,18.3,1,0,0,2018,Manchester United
31,2/8/22,20:00,Premier League,Matchweek 24,Tue,Away,D,1,1,Burnley,1.8,0.4,63,21233,Harry Maguire,4-2-3-1,Mike Dean,Match Report,,22,5,15.9,0,0,0,2018,Manchester United
32,2/12/22,12:30,Premier League,Matchweek 25,Sat,Home,D,1,1,Southampton,2.1,0.8,53,73084,Harry Maguire,4-2-3-1,Stuart Attwell,Match Report,,12,7,11.7,0,0,0,2018,Manchester United
33,2/15/22,20:15,Premier League,Matchweek 18,Tue,Home,W,2,0,Brighton,1.7,0.7,50,73012,Harry Maguire,4-2-3-1,Peter Bankes,Match Report,,19,7,19.7,2,0,0,2018,Manchester United
34,2/20/22,14:00,Premier League,Matchweek 26,Sun,Away,W,4,2,Leeds United,2.2,1.8,46,36715,Harry Maguire,4-2-3-1,Paul Tierney,Match Report,,15,9,14.3,0,0,0,2018,Manchester United
36,2/26/22,15:00,Premier League,Matchweek 27,Sat,Home,D,0,0,Watford,2.8,0.6,67,73152,Bruno Fernandes,4-2-3-1,Kevin Friend,Match Report,,22,3,16.9,1,0,0,2018,Manchester United
37,3/6/22,16:30,Premier League,Matchweek 28,Sun,Away,L,1,4,Manchester City,0.5,2.7,31,53165,Harry Maguire,4-2-3-1,Michael Oliver,Match Report,,5,2,14.1,0,0,0,2018,Manchester United
38,3/12/22,17:30,Premier League,Matchweek 29,Sat,Home,W,3,2,Tottenham,1,1.5,43,73458,Harry Maguire,4-2-3-1,Jonathan Moss,Match Report,,10,6,16.1,0,0,0,2018,Manchester United
40,4/2/22,17:30,Premier League,Matchweek 31,Sat,Home,D,1,1,Leicester City,0.9,0.8,54,73444,Harry Maguire,4-2-3-1,Andre Marriner,Match Report,,11,5,14.7,0,0,0,2018,Manchester United
41,4/9/22,12:30,Premier League,Matchweek 32,Sat,Away,L,0,1,Everton,0.8,0.4,67,39080,Harry Maguire,4-2-3-1,Jonathan Moss,Match Report,,12,4,17.5,0,0,0,2018,Manchester United
42,4/16/22,15:00,Premier League,Matchweek 33,Sat,Home,W,3,2,Norwich City,1.9,1.5,61,73381,Harry Maguire,4/3/03,Andy Madley,Match Report,,20,9,17.3,1,0,0,2018,Manchester United
43,4/19/22,20:00,Premier League,Matchweek 30,Tue,Away,L,0,4,Liverpool,0.1,2,29,52686,Harry Maguire,3/4/03,Martin Atkinson,Match Report,,2,1,21,0,0,0,2018,Manchester United
44,4/23/22,12:30,Premier League,Matchweek 34,Sat,Away,L,1,3,Arsenal,1.8,2.3,46,60223,Bruno Fernandes,4-2-3-1,Craig Pawson,Match Report,,13,5,18.1,0,0,1,2018,Manchester United
45,4/28/22,19:45,Premier League,Matchweek 37,Thu,Home,D,1,1,Chelsea,0.5,1.9,36,73564,Bruno Fernandes,4-2-3-1,Mike Dean,Match Report,,6,3,15.9,0,0,0,2018,Manchester United
46,5/2/22,20:00,Premier League,Matchweek 35,Mon,Home,W,3,0,Brentford,2,0.6,63,73482,Bruno Fernandes,4-2-3-1,Chris Kavanagh,Match Report,,8,4,20.3,1,1,1,2018,Manchester United
47,5/7/22,17:30,Premier League,Matchweek 36,Sat,Away,L,0,4,Brighton,0.9,2.3,58,31637,Bruno Fernandes,4-2-3-1,Andy Madley,Match Report,,15,5,19.4,1,0,0,2018,Manchester United
48,5/22/22,16:00,Premier League,Matchweek 38,Sun,Away,L,0,1,Crystal Palace,0.7,0.6,61,25434,Harry Maguire,4-2-3-1,Martin Atkinson,Match Report,,10,4,19.8,1,0,0,2018,Manchester United
0,8/15/21,14:00,Premier League,Matchweek 1,Sun,Home,L,2,4,West Ham,1.8,2.7,46,50673,Federico Fernández,5/3/02,Martin Atkinson,Match Report,,17,3,16.3,0,0,0,2018,Newcastle United
1,8/21/21,15:00,Premier League,Matchweek 2,Sat,Away,L,0,2,Aston Villa,0.7,1.2,53,41964,Jamaal Lascelles,5/3/02,David Coote,Match Report,,9,1,16.1,0,0,0,2018,Newcastle United
3,8/28/21,15:00,Premier League,Matchweek 3,Sat,Home,D,2,2,Southampton,1,3.6,37,44017,Jamaal Lascelles,3/5/02,Paul Tierney,Match Report,,10,4,16.5,1,0,0,2018,Newcastle United
4,9/11/21,15:00,Premier League,Matchweek 4,Sat,Away,L,1,4,Manchester Utd,0.4,2.5,37,72732,Jamaal Lascelles,5/4/01,Anthony Taylor,Match Report,,12,3,22.5,0,0,0,2018,Newcastle United
5,9/17/21,20:00,Premier League,Matchweek 5,Fri,Home,D,1,1,Leeds United,1.3,1.5,35,50407,Jamaal Lascelles,5/4/01,Mike Dean,Match Report,,17,7,19.2,0,0,0,2018,Newcastle United
6,9/25/21,15:00,Premier League,Matchweek 6,Sat,Away,D,1,1,Watford,1.9,0.9,47,20650,Federico Fernández,4-1-4-1,Jarred Gillett,Match Report,,20,6,17.9,1,0,0,2018,Newcastle United
7,10/2/21,15:00,Premier League,Matchweek 7,Sat,Away,L,1,2,Wolves,0.6,1,48,30483,Federico Fernández,4-1-4-1,Graham Scott,Match Report,,8,2,16.5,1,0,0,2018,Newcastle United
8,10/17/21,16:30,Premier League,Matchweek 8,Sun,Home,L,2,3,Tottenham,0.4,1.7,36,52214,Jamaal Lascelles,4-1-4-1,Andre Marriner,Match Report,,7,1,17.4,0,0,0,2018,Newcastle United
9,10/23/21,15:00,Premier League,Matchweek 9,Sat,Away,D,1,1,Crystal Palace,0.3,1.9,26,24609,Jamaal Lascelles,5/3/02,Darren England,Match Report,,6,1,14.2,0,0,0,2018,Newcastle United
10,10/30/21,15:00,Premier League,Matchweek 10,Sat,Home,L,0,3,Chelsea,0.2,2.2,21,52208,Jamaal Lascelles,5/3/02,Paul Tierney,Match Report,,6,1,19.7,0,0,0,2018,Newcastle United
11,11/6/21,17:30,Premier League,Matchweek 11,Sat,Away,D,1,1,Brighton,0.3,1.5,35,31267,Jamaal Lascelles,5/4/01,David Coote,Match Report,,6,1,18.1,0,0,0,2018,Newcastle United
12,11/20/21,15:00,Premier League,Matchweek 12,Sat,Home,D,3,3,Brentford,1.5,0.9,53,52131,Jamaal Lascelles,3/4/03,Robert Jones,Match Report,,23,8,16.1,0,0,0,2018,Newcastle United
13,11/27/21,12:30,Premier League,Matchweek 13,Sat,Away,L,0,2,Arsenal,0.3,2.5,34,59886,Jamaal Lascelles,4/4/02,Stuart Attwell,Match Report,,9,5,24.5,0,0,0,2018,Newcastle United
14,11/30/21,19:30,Premier League,Matchweek 14,Tue,Home,D,1,1,Norwich City,1.1,1.2,32,50757,Callum Wilson,4/4/02,Andy Madley,Match Report,,8,0,22.6,0,1,1,2018,Newcastle United
15,12/4/21,15:00,Premier League,Matchweek 15,Sat,Home,W,1,0,Burnley,1,0.6,48,51948,Jamaal Lascelles,4/4/02,Paul Tierney,Match Report,,19,4,17.9,0,0,0,2018,Newcastle United
16,12/12/21,14:00,Premier League,Matchweek 16,Sun,Away,L,0,4,Leicester City,1,2.6,53,31959,Jamaal Lascelles,4/4/02,Peter Bankes,Match Report,,12,3,18.1,0,0,0,2018,Newcastle United
17,12/16/21,20:00,Premier League,Matchweek 17,Thu,Away,L,1,3,Liverpool,0.3,2.7,26,52951,Jamaal Lascelles,4/5/01,Mike Dean,Match Report,,5,3,31.4,2,0,0,2018,Newcastle United
18,12/19/21,14:15,Premier League,Matchweek 18,Sun,Home,L,0,4,Manchester City,0.3,2.9,29,52127,Jamaal Lascelles,4/5/01,Martin Atkinson,Match Report,,5,1,19.9,0,0,0,2018,Newcastle United
19,12/27/21,20:00,Premier League,Matchweek 19,Mon,Home,D,1,1,Manchester Utd,1.3,1.6,32,52178,Jamaal Lascelles,4/5/01,Craig Pawson,Match Report,,13,8,22.6,0,0,0,2018,Newcastle United
21,1/15/22,15:00,Premier League,Matchweek 22,Sat,Home,D,1,1,Watford,1.2,1.4,52,52223,Jamaal Lascelles,4/3/03,Paul Tierney,Match Report,,12,1,14.6,0,0,0,2018,Newcastle United
22,1/22/22,15:00,Premier League,Matchweek 23,Sat,Away,W,1,0,Leeds United,0.9,0.7,38,36405,Jamaal Lascelles,4/3/03,Chris Kavanagh,Match Report,,15,3,19.7,1,0,0,2018,Newcastle United
23,2/8/22,19:45,Premier League,Matchweek 24,Tue,Home,W,3,1,Everton,1.9,0.7,40,52186,Jamaal Lascelles,4/3/03,Anthony Taylor,Match Report,,20,9,14,1,0,0,2018,Newcastle United
24,2/13/22,14:00,Premier League,Matchweek 25,Sun,Home,W,1,0,Aston Villa,0.5,0.6,38,52207,Kieran Trippier,4/3/03,Craig Pawson,Match Report,,10,2,21.5,1,0,0,2018,Newcastle United
25,2/19/22,12:30,Premier League,Matchweek 26,Sat,Away,D,1,1,West Ham,0.8,0.6,53,59949,Jonjo Shelvey,4/3/03,Chris Kavanagh,Match Report,,14,3,16,0,0,0,2018,Newcastle United
26,2/26/22,15:00,Premier League,Matchweek 27,Sat,Away,W,2,0,Brentford,2.7,0.4,63,17039,Jonjo Shelvey,4/3/03,Mike Dean,Match Report,,26,11,15.7,2,0,0,2018,Newcastle United
27,3/5/22,15:00,Premier League,Matchweek 28,Sat,Home,W,2,1,Brighton,1.7,1.5,32,52214,Jonjo Shelvey,4/3/03,Martin Atkinson,Match Report,,10,4,12.2,0,0,0,2018,Newcastle United
28,3/10/22,19:30,Premier League,Matchweek 21,Thu,Away,W,2,1,Southampton,0.6,1.1,33,30056,Jonjo Shelvey,4/3/03,Kevin Friend,Match Report,,8,3,16.4,0,0,0,2018,Newcastle United
29,3/13/22,14:00,Premier League,Matchweek 29,Sun,Away,L,0,1,Chelsea,0.3,1.1,29,40026,Jamaal Lascelles,5/4/01,David Coote,Match Report,,7,2,18.2,0,0,0,2018,Newcastle United
30,3/17/22,19:45,Premier League,Matchweek 20,Thu,Away,L,0,1,Everton,0.9,0.7,61,39068,Fabian Schär,4/3/03,Craig Pawson,Match Report,,17,6,20.7,1,0,0,2018,Newcastle United
31,4/3/22,16:30,Premier League,Matchweek 31,Sun,Away,L,1,5,Tottenham,0.5,3.1,40,57553,Jonjo Shelvey,4/3/03,Martin Atkinson,Match Report,,8,1,18,1,0,0,2018,Newcastle United
32,4/8/22,20:00,Premier League,Matchweek 32,Fri,Home,W,1,0,Wolves,1.5,0.4,42,52164,Jonjo Shelvey,4/3/03,Peter Bankes,Match Report,,11,3,19.7,1,1,1,2018,Newcastle United
33,4/17/22,14:15,Premier League,Matchweek 33,Sun,Home,W,2,1,Leicester City,1.8,0.6,32,52104,Jonjo Shelvey,4/3/03,Jarred Gillett,Match Report,,16,7,15.4,1,0,0,2018,Newcastle United
34,4/20/22,19:45,Premier League,Matchweek 30,Wed,Home,W,1,0,Crystal Palace,0.9,0.5,37,51938,Jonjo Shelvey,4/3/03,Tony Harrington,Match Report,,13,4,18.1,0,0,0,2018,Newcastle United
35,4/23/22,15:00,Premier League,Matchweek 34,Sat,Away,W,3,0,Norwich City,1.9,0.6,54,26910,Jamaal Lascelles,4/3/03,Chris Kavanagh,Match Report,,13,7,15.6,0,0,0,2018,Newcastle United
36,4/30/22,12:30,Premier League,Matchweek 35,Sat,Home,L,0,1,Liverpool,0.2,2.3,36,52281,Jonjo Shelvey,4/3/03,Andre Marriner,Match Report,,4,2,28.3,1,0,0,2018,Newcastle United
37,5/8/22,16:30,Premier League,Matchweek 36,Sun,Away,L,0,5,Manchester City,0.8,3.1,29,53336,Jamaal Lascelles,4/3/03,Stuart Attwell,Match Report,,7,3,16.5,0,0,0,2018,Newcastle United
38,5/16/22,20:00,Premier League,Matchweek 37,Mon,Home,W,2,0,Arsenal,1.6,0.6,51,52274,Callum Wilson,4/3/03,Darren England,Match Report,,16,4,19.1,0,0,0,2018,Newcastle United
39,5/22/22,16:00,Premier League,Matchweek 38,Sun,Away,W,2,1,Burnley,1.8,1.6,48,21361,Jamaal Lascelles,4/3/03,Craig Pawson,Match Report,,7,5,23,0,1,1,2018,Newcastle United
0,8/14/21,17:30,Premier League,Matchweek 1,Sat,Home,L,0,3,Liverpool,1.4,1.6,50,27023,Grant Hanley,4/3/03,Andre Marriner,Match Report,,14,3,17.1,0,0,0,2018,Norwich City
1,8/21/21,15:00,Premier League,Matchweek 2,Sat,Away,L,0,5,Manchester City,0.1,2.6,33,51437,Grant Hanley,4/3/03,Graham Scott,Match Report,,1,0,16.8,0,0,0,2018,Norwich City
3,8/28/21,15:00,Premier League,Matchweek 3,Sat,Home,L,1,2,Leicester City,1.5,1.5,45,26765,Grant Hanley,4/3/03,Robert Jones,Match Report,,13,3,22.6,1,1,1,2018,Norwich City
4,9/11/21,15:00,Premier League,Matchweek 4,Sat,Away,L,0,1,Arsenal,0.7,2.7,49,58000,Grant Hanley,4/3/03,Michael Oliver,Match Report,,10,1,19.9,1,0,0,2018,Norwich City
5,9/18/21,15:00,Premier League,Matchweek 5,Sat,Home,L,1,3,Watford,1,2.4,49,26649,Grant Hanley,4/3/03,Robert Jones,Match Report,,12,5,20.7,1,0,0,2018,Norwich City
7,9/25/21,15:00,Premier League,Matchweek 6,Sat,Away,L,0,2,Everton,0.5,1.9,53,38821,Grant Hanley,5/3/02,David Coote,Match Report,,10,2,22.3,1,0,0,2018,Norwich City
8,10/2/21,15:00,Premier League,Matchweek 7,Sat,Away,D,0,0,Burnley,0.6,1.2,44,17427,Grant Hanley,5/3/02,Kevin Friend,Match Report,,10,2,20.7,2,0,0,2018,Norwich City
9,10/16/21,15:00,Premier League,Matchweek 8,Sat,Home,D,0,0,Brighton,1.2,0.8,36,26777,Grant Hanley,5/3/02,Peter Bankes,Match Report,,15,2,21.7,1,0,0,2018,Norwich City
10,10/23/21,12:30,Premier League,Matchweek 9,Sat,Away,L,0,7,Chelsea,0.1,3.1,38,40113,Grant Hanley,3/5/02,Andy Madley,Match Report,,3,1,20.8,0,0,0,2018,Norwich City
11,10/31/21,14:00,Premier League,Matchweek 10,Sun,Home,L,1,2,Leeds United,0.8,0.7,48,26913,Grant Hanley,4/4/02,Anthony Taylor,Match Report,,14,3,21.8,3,0,0,2018,Norwich City
12,11/6/21,15:00,Premier League,Matchweek 11,Sat,Away,W,2,1,Brentford,1.2,2.5,36,16837,Ben Gibson,4-2-3-1,Jarred Gillett,Match Report,,8,4,25.6,1,1,1,2018,Norwich City
13,11/20/21,15:00,Premier League,Matchweek 12,Sat,Home,W,2,1,Southampton,0.5,1,38,26885,Grant Hanley,4/3/03,Martin Atkinson,Match Report,,8,4,16.3,0,0,0,2018,Norwich City
14,11/27/21,15:00,Premier League,Matchweek 13,Sat,Home,D,0,0,Wolves,1.6,0.3,43,26911,Grant Hanley,4-1-4-1,Simon Hooper,Match Report,,14,4,18.2,1,0,0,2018,Norwich City
15,11/30/21,19:30,Premier League,Matchweek 14,Tue,Away,D,1,1,Newcastle Utd,1.2,1.1,68,50757,Grant Hanley,4-1-4-1,Andy Madley,Match Report,,16,6,16.9,1,0,0,2018,Norwich City
16,12/5/21,14:00,Premier League,Matchweek 15,Sun,Away,L,0,3,Tottenham,1.2,1.6,59,57088,Grant Hanley,5/3/02,Jarred Gillett,Match Report,,10,1,16.2,0,0,0,2018,Norwich City
17,12/11/21,17:30,Premier League,Matchweek 16,Sat,Home,L,0,1,Manchester Utd,1.2,2,48,27606,Grant Hanley,4/3/03,Darren England,Match Report,,11,5,14.2,0,0,0,2018,Norwich City
18,12/14/21,19:45,Premier League,Matchweek 17,Tue,Home,L,0,2,Aston Villa,0.5,2,50,26836,Ben Gibson,4/3/03,David Coote,Match Report,,7,3,14.3,0,0,0,2018,Norwich City
19,12/26/21,15:00,Premier League,Matchweek 19,Sun,Home,L,0,5,Arsenal,0.1,2.5,36,26940,Ben Gibson,4-2-3-1,Graham Scott,Match Report,,4,2,17.9,0,0,0,2018,Norwich City
20,12/28/21,15:00,Premier League,Matchweek 20,Tue,Away,L,0,3,Crystal Palace,0.9,1.9,49,24433,Ben Gibson,4-2-3-1,Paul Tierney,Match Report,,12,2,17.7,0,0,0,2018,Norwich City
22,1/12/22,19:45,Premier League,Matchweek 18,Wed,Away,L,0,2,West Ham,0.3,2.5,38,59775,Grant Hanley,4-2-3-1,Simon Hooper,Match Report,,7,3,21.4,0,0,0,2018,Norwich City
23,1/15/22,15:00,Premier League,Matchweek 22,Sat,Home,W,2,1,Everton,1,0.6,41,26629,Grant Hanley,4/4/02,Andy Madley,Match Report,,14,3,21.5,0,0,0,2018,Norwich City
24,1/21/22,20:00,Premier League,Matchweek 23,Fri,Away,W,3,0,Watford,1.1,1.2,33,20782,Grant Hanley,4/4/02,Mike Dean,Match Report,,7,2,15.7,1,0,0,2018,Norwich City
26,2/9/22,19:45,Premier League,Matchweek 24,Wed,Home,D,1,1,Crystal Palace,0.4,1.3,30,26652,Grant Hanley,4/4/02,Paul Tierney,Match Report,,5,1,15.7,0,0,0,2018,Norwich City
27,2/12/22,17:30,Premier League,Matchweek 25,Sat,Home,L,0,4,Manchester City,0.4,4.6,29,27010,Grant Hanley,4/3/03,Andre Marriner,Match Report,,8,3,14.4,0,0,0,2018,Norwich City
28,2/19/22,15:00,Premier League,Matchweek 26,Sat,Away,L,1,3,Liverpool,0.6,3.6,31,53135,Grant Hanley,4/3/03,Mike Dean,Match Report,,6,1,17.8,0,0,0,2018,Norwich City
29,2/25/22,20:00,Premier League,Matchweek 27,Fri,Away,L,0,2,Southampton,0.6,2.6,42,31182,Grant Hanley,4-1-4-1,Simon Hooper,Match Report,,8,1,18.1,0,0,0,2018,Norwich City
31,3/5/22,15:00,Premier League,Matchweek 28,Sat,Home,L,1,3,Brentford,1,2,60,26887,Grant Hanley,4-2-3-1,Anthony Taylor,Match Report,,15,7,18.6,0,0,0,2018,Norwich City
32,3/10/22,19:30,Premier League,Matchweek 30,Thu,Home,L,1,3,Chelsea,1,1.8,34,26684,Grant Hanley,5/3/02,Martin Atkinson,Match Report,,7,2,25.7,0,1,1,2018,Norwich City
33,3/13/22,14:00,Premier League,Matchweek 29,Sun,Away,L,1,2,Leeds United,1.5,2.5,48,36321,Ben Gibson,4/3/03,Stuart Attwell,Match Report,,12,4,18.8,1,0,0,2018,Norwich City
34,4/2/22,15:00,Premier League,Matchweek 31,Sat,Away,D,0,0,Brighton,0.4,2.8,37,31245,Grant Hanley,4-1-2-1-2◆,Simon Hooper,Match Report,,6,0,17.8,0,0,0,2018,Norwich City
35,4/10/22,14:00,Premier League,Matchweek 32,Sun,Home,W,2,0,Burnley,1.7,1.7,45,26361,Grant Hanley,4-2-3-1,Michael Oliver,Match Report,,17,6,19.4,0,0,0,2018,Norwich City
36,4/16/22,15:00,Premier League,Matchweek 33,Sat,Away,L,2,3,Manchester Utd,1.5,1.9,39,73381,Grant Hanley,4-2-3-1,Andy Madley,Match Report,,15,4,19.9,1,0,0,2018,Norwich City
37,4/23/22,15:00,Premier League,Matchweek 34,Sat,Home,L,0,3,Newcastle Utd,0.6,1.9,46,26910,Grant Hanley,4-2-3-1,Chris Kavanagh,Match Report,,5,2,15.2,1,0,0,2018,Norwich City
38,4/30/22,15:00,Premier League,Matchweek 35,Sat,Away,L,0,2,Aston Villa,0.5,1.8,55,40290,Grant Hanley,4-2-3-1,John Brooks,Match Report,,9,3,21.6,0,0,0,2018,Norwich City
39,5/8/22,14:00,Premier League,Matchweek 36,Sun,Home,L,0,4,West Ham,0.8,3,37,26428,Grant Hanley,4-2-3-1,Robert Jones,Match Report,,8,2,22.2,1,0,0,2018,Norwich City
40,5/11/22,19:45,Premier League,Matchweek 21,Wed,Away,L,0,3,Leicester City,1.1,2,35,38092,Grant Hanley,4-1-4-1,Simon Hooper,Match Report,,9,5,17,0,0,0,2018,Norwich City
41,5/15/22,14:00,Premier League,Matchweek 37,Sun,Away,D,1,1,Wolves,1.1,0.9,36,31219,Grant Hanley,3/4/03,Tony Harrington,Match Report,,11,2,14.4,0,0,0,2018,Norwich City
42,5/22/22,16:00,Premier League,Matchweek 38,Sun,Home,L,0,5,Tottenham,0.5,3.4,41,27022,Grant Hanley,5/4/01,Chris Kavanagh,Match Report,,9,0,18.6,0,0,0,2018,Norwich City
0,8/14/21,15:00,Premier League,Matchweek 1,Sat,Away,L,1,3,Everton,0.8,2.4,52,38487,James Ward-Prowse,4/4/02,Andy Madley,Match Report,,6,3,15.5,0,0,0,2018,Southampton
1,8/22/21,14:00,Premier League,Matchweek 2,Sun,Home,D,1,1,Manchester Utd,0.7,1.8,37,32000,James Ward-Prowse,4/4/02,Craig Pawson,Match Report,,8,3,21.5,2,0,0,2018,Southampton
3,8/28/21,15:00,Premier League,Matchweek 3,Sat,Away,D,2,2,Newcastle Utd,3.6,1,63,44017,James Ward-Prowse,4/4/02,Paul Tierney,Match Report,,21,5,19.2,1,1,1,2018,Southampton
4,9/11/21,15:00,Premier League,Matchweek 4,Sat,Home,D,0,0,West Ham,0.7,0.7,42,30000,James Ward-Prowse,4-1-4-1,David Coote,Match Report,,11,2,14.2,0,0,0,2018,Southampton
5,9/18/21,15:00,Premier League,Matchweek 5,Sat,Away,D,0,0,Manchester City,0.4,1,36,52698,James Ward-Prowse,4/4/02,Jonathan Moss,Match Report,,10,2,19.8,0,0,0,2018,Southampton
7,9/26/21,14:00,Premier League,Matchweek 6,Sun,Home,L,0,1,Wolves,1,1,57,28002,James Ward-Prowse,4/4/02,Andy Madley,Match Report,,18,6,20.7,1,0,0,2018,Southampton
8,10/2/21,15:00,Premier League,Matchweek 7,Sat,Away,L,1,3,Chelsea,1.3,3.3,38,40109,James Ward-Prowse,4/4/02,Martin Atkinson,Match Report,,5,1,24,0,1,1,2018,Southampton
9,10/16/21,15:00,Premier League,Matchweek 8,Sat,Home,W,1,0,Leeds United,1.9,0.2,46,30506,Oriol Romeu,4/4/02,David Coote,Match Report,,19,4,18.7,1,0,0,2018,Southampton
10,10/23/21,15:00,Premier League,Matchweek 9,Sat,Home,D,2,2,Burnley,1.6,0.7,61,29145,Oriol Romeu,4/4/02,Chris Kavanagh,Match Report,,16,4,16.9,0,0,0,2018,Southampton
12,10/30/21,15:00,Premier League,Matchweek 10,Sat,Away,W,1,0,Watford,1.8,1,60,20869,James Ward-Prowse,4/4/02,Peter Bankes,Match Report,,12,1,15,0,0,0,2018,Southampton
13,11/5/21,20:00,Premier League,Matchweek 11,Fri,Home,W,1,0,Aston Villa,0.6,0.6,56,30178,James Ward-Prowse,4/4/02,Andy Madley,Match Report,,9,3,15.6,0,0,0,2018,Southampton
14,11/20/21,15:00,Premier League,Matchweek 12,Sat,Away,L,1,2,Norwich City,1,0.5,62,26885,James Ward-Prowse,4/4/02,Martin Atkinson,Match Report,,17,5,18.8,0,0,0,2018,Southampton
15,11/27/21,15:00,Premier League,Matchweek 13,Sat,Away,L,0,4,Liverpool,1,2.9,36,53040,James Ward-Prowse,3/4/03,Andre Marriner,Match Report,,7,3,10.5,0,0,0,2018,Southampton
16,12/1/21,19:30,Premier League,Matchweek 14,Wed,Home,D,2,2,Leicester City,1.5,1.5,45,26951,James Ward-Prowse,4/4/02,Robert Jones,Match Report,,15,7,14.9,0,0,0,2018,Southampton
17,12/4/21,15:00,Premier League,Matchweek 15,Sat,Home,D,1,1,Brighton,1.6,1.6,44,28706,James Ward-Prowse,4/4/02,Anthony Taylor,Match Report,,14,4,17.6,1,0,0,2018,Southampton
18,12/11/21,15:00,Premier League,Matchweek 16,Sat,Away,L,0,3,Arsenal,0.6,1.8,39,59653,James Ward-Prowse,4/4/02,Jarred Gillett,Match Report,,11,6,22.1,3,0,0,2018,Southampton
19,12/15/21,19:30,Premier League,Matchweek 17,Wed,Away,D,2,2,Crystal Palace,0.6,1.2,41,22861,James Ward-Prowse,4/4/02,Simon Hooper,Match Report,,15,4,21.3,1,0,0,2018,Southampton
20,12/26/21,15:00,Premier League,Matchweek 19,Sun,Away,W,3,2,West Ham,1.2,1.6,44,41027,James Ward-Prowse,4-1-4-1,Kevin Friend,Match Report,,10,5,22.8,0,1,1,2018,Southampton
21,12/28/21,15:00,Premier League,Matchweek 20,Tue,Home,D,1,1,Tottenham,0.4,2.3,35,31304,James Ward-Prowse,5/3/02,Anthony Taylor,Match Report,,9,2,20.7,0,0,0,2018,Southampton
23,1/11/22,19:45,Premier League,Matchweek 18,Tue,Home,W,4,1,Brentford,1.4,0.5,48,27383,James Ward-Prowse,3/5/02,Stuart Attwell,Match Report,,12,6,17.9,0,0,0,2018,Southampton
24,1/15/22,15:00,Premier League,Matchweek 22,Sat,Away,L,1,3,Wolves,0.8,2.5,57,30057,James Ward-Prowse,3/5/02,Michael Salisbury,Match Report,,13,10,20.4,2,0,0,2018,Southampton
25,1/22/22,17:30,Premier League,Matchweek 23,Sat,Home,D,1,1,Manchester City,0.8,1.8,26,31178,James Ward-Prowse,4/4/02,Simon Hooper,Match Report,,7,3,11,0,0,0,2018,Southampton
